;Assets $;Market value $;Revenues $;Total Stockholder Equity $;company;The_page_opened;non-document-error;number_of_errors;number_of_warning;facebook;instagram;linkedin;pinterest;twitter;youtube;Flesh_Mesaure;Readability;Sentences;Unique words;Words;url;external;internal;total links;.bmp;.dib;.gif;.jpe;.jpeg;.jpg;.png;.tif;.tiff;total images;loading time;pixels;Proft_%_Revenues
278;41,15;25,931;10,231;11,809;Sempra Energy;TRUE;1;0;0;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;42;Difficult;112;135;533;www.sempra.com;2;88;90;0;0;0;0;0;13;8;0;0;21;0.414;1863561;12.4
279;8,102;23,788;10,187;-1,701;AutoZone;TRUE;0;10;0;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;62.3;Standard;245;66;683;www.autozone.com;4;179;183;0;0;10;0;0;8;19;1;0;38;0.256;7602572;5.8
280;6,692;1,022;10,14;-5,167;Navistar International;TRUE;0;36;3;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;51.4;Fairly difficult;187;161;764;www.navistar.com;7;123;130;0;0;3;0;0;4;12;0;0;19;0.299;3638725;3.1
281;19,428;not available;10,056;10,929;Precision Castparts;TRUE;0;2;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;43.8;Difficult;99;89;399;www.precast.com;12;80;92;0;0;1;0;0;17;0;0;0;18;0.003;1423099;23.0
282;86,936;21,091;10,002;11,275;Discover Financial Services;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;n/a;n/a;n/a;n/a;n/a;www.discoverfinancial.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;15941;9.9
283;21,18;12,308;9,989;6,787;Liberty Interactive;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;6.1;Very Confusing;39;80;183;www.libertyinteractive.com;1;49;50;0;0;0;0;0;0;14;0;0;14;0.005;1028440;1.1
284;5,858;14,373;9,973;2,267;W.W. Grainger;TRUE;0;27;15;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;43.9;Difficult;198;116;665;www.grainger.com;7;161;168;0;0;10;0;0;8;15;3;0;36;0.146;13477033;-110.0
285;20,975;22,601;9,968;8,846;Baxter International;TRUE;0;40;10;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;34;Difficult;107;158;564;www.baxter.com;5;92;97;0;0;0;0;0;15;13;0;0;28;0.361;3266612;2.3
286;16,247;40,04;9,946;8,511;Stryker;TRUE;0;1;0;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;5.9;Very Confusing;204;117;429;www.stryker.com;8;143;151;0;0;2;0;0;0;7;3;0;12;0.674;3537879;5.6
287;17,438;31,064;9,895;7,249;"Air Products &amp; Chemicals";TRUE;0;42;1;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;23.5;Very Confusing;230;194;650;www.airproducts.com;6;251;257;0;0;5;0;0;16;0;3;0;24;0.169;3133834;14.5
288;5,833;2,654;9,787;1,299;Western Refining;TRUE;0;0;0;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;37.2;Difficult;42;47;155;www.wnr.com;2;30;32;0;0;0;0;0;7;2;1;0;10;0.001;1047451;1.6
289;9,634;12,181;9,785;4,25;Universal Health Services;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;40.4;Difficult;127;92;510;www.uhsinc.com;4;75;79;0;0;0;0;0;7;1;0;0;8;0.319;2866723;14.2
290;2,778;2,54;9,773;993;"Owens &amp; Minor";TRUE;1;0;0;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;23.3;Very Confusing;139;170;669;www.owens-minor.com;4;137;141;0;0;7;0;0;7;2;0;0;16;0.754;2699365;1.9
291;39,316;22,761;9,754;-46;Charter Communications;TRUE;0;41;0;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;120.7;Very easy;2;0;3;www.charter.com;63;73;136;0;3;0;0;0;2;45;0;0;50;1.133;17772382;5.2
292;8,135;11,757;9,737;2,461;Advance Auto Parts;TRUE;0;228;44;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;63.1;Standard;383;279;1567;www.advanceautoparts.com;7;282;289;0;0;12;0;0;13;22;5;0;52;0.071;10799473;3.8
293;16,269;104,965;9,667;6,028;MasterCard;TRUE;0;3;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;66.4;Standard;207;43;548;www.mastercard.com;0;283;283;0;0;1;0;0;0;6;1;0;8;0.064;6889602;4.5
294;15,308;23,949;9,659;7,613;Applied Materials;TRUE;0;8;5;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;15.5;Very Confusing;135;117;337;www.appliedmaterials.com;2;150;152;0;0;2;1;0;8;2;0;0;13;0.313;3371806;7.4
295;15,611;10,686;9,648;3,941;Eastman Chemical;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;32.1;Difficult;139;177;611;www.eastman.com;3;126;129;0;0;6;0;0;13;3;0;0;22;0.559;4729203;8.5
296;3,562;851;9,624;729;Sonic Automotive;TRUE;0;65;2;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;75.2;Fairly easy;119;74;494;www.sonicautomotive.com;5;130;135;0;0;1;0;0;24;6;15;0;46;0.182;7868096;45.6
297;158,581;9,043;9,539;13,439;Ally Financial;TRUE;0;16;12;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;n/a;n/a;n/a;n/a;n/a;www.ally.com;13;184;197;0;0;0;0;0;0;8;0;0;8;0.07;7689088;10.2
298;3,84;2,895;9,499;910;CST Brands;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;54.9;Fairly difficult;59;10;100;www.cstbrands.com;0;22;22;0;0;1;0;0;0;6;0;0;7;0.419;3611204;0.9
299;17,785;27,263;9,496;6,576;eBay;TRUE;0;708;4;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;61.2;Standard;673;506;2783;www.ebay.com;15;502;517;0;0;26;0;0;144;15;3;0;188;0.195;14316239;1.0
300;14,42;10,372;9,474;5,649;Lennar;TRUE;0;11;24;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;69.9;Standard;127;56;439;www.lennar.com;8;212;220;1;0;11;1;1;11;7;9;0;41;0.754;8401840;1.9
301;4,335;3,296;9,364;2,081;GameStop;TRUE;1;0;0;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;42.9;Difficult;42;48;171;www.gamestopcorp.com;3;35;38;0;0;2;0;0;11;0;0;0;13;0.006;1997154;1.6
302;7,122;4,972;9,351;3,914;"Reliance Steel &amp; Aluminum";TRUE;0;118;2;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;58.8;Fairly difficult;165;37;321;www.rsac.com;2;187;189;0;0;1;0;0;90;97;76;0;264;1.787;12515793;1.8
303;6,14;22,914;9,264;3,998;Hormel Foods;TRUE;0;50;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;39.1;Difficult;52;96;424;www.hormelfoods.com;6;96;102;0;0;0;0;0;0;12;0;0;12;0.194;2187128;4.2
304;27,053;78,237;9,256;5,919;Celgene;TRUE;0;5;0;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;37;Difficult;406;303;1416;www.celgene.com;5;357;362;0;0;1;0;0;140;8;0;0;149;1.359;12456839;0.1
305;106,431;1,359;9,249;12,824;Genworth Financial;TRUE;0;38;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;40.6;Difficult;189;239;911;www.genworth.com;13;221;234;0;0;0;0;0;15;3;0;0;18;0.597;6331479;5.9
306;28,881;47,195;9,248;13,759;PayPal Holdings;TRUE;0;15;9;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;www.paypal.com;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2245111;10.1
307;17,421;63,954;9,224;8,796;Priceline Group;TRUE;1;0;0;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;64.2;Standard;134;87;437;www.pricelinegroup.com;12;74;86;0;0;5;0;0;0;14;0;0;19;0.424;13220;-43.5
308;25,215;12,111;9,19;5,12;MGM Resorts International;TRUE;0;21;9;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;50.9;Difficult;129;94;418;www.mgmresorts.com;25;131;156;0;0;9;0;0;9;0;0;0;18;0.439;2147044;-5.2
309;7,526;10,448;9,17;3,456;Autoliv;TRUE;0;130;12;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;39.8;Difficult;315;251;1149;www.autoliv.com;18;197;215;0;0;37;0;0;13;95;4;0;149;1.532;11539905;4.0
310;13,931;9,341;9,132;5,754;Fidelity National Financial;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;52.6;Fairly difficult;33;52;246;www.fnf.com;1;45;46;0;0;0;0;0;6;13;1;0;20;0.638;3079337;2.0
311;20,577;16,433;9,115;7,774;Republic Services;TRUE;0;21;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;121.2;Very easy;1;0;1;www.republicservices.com;0;7;7;0;0;0;0;0;0;1;0;0;1;0.002;19840;15.4
312;28,547;22,974;9,111;18,788;Corning;TRUE;0;20;4;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;53.4;Fairly difficult;500;304;2002;www.corning.com;21;164;185;0;0;2;14;14;352;19;3;0;404;0.06;9218347;3.8
313;6,038;not available;8,992;3,49;Peter Kiewit Sons’;TRUE;0;45;50;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;50.1;Difficult;146;75;416;www.kiewit.com;1;140;141;0;0;14;0;0;10;4;1;0;29;0.282;2911954;5.0
314;5,612;2,37;8,982;817;Univar;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;51.1;Fairly difficult;161;144;792;www.univar.com;2;85;87;0;0;2;0;0;1;3;13;0;19;1.177;3490588;7.2
315;17,412;9,518;8,895;9,532;Mosaic;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;37.4;Difficult;65;59;227;www.mosaicco.com;3;93;96;0;0;15;0;0;8;5;0;0;28;0.15;1529953;0.4
316;1,077;1,888;8,858;494;Core-Mark Holding;TRUE;0;7;1;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;44.6;Difficult;55;44;199;www.core-mark.com;9;64;73;0;0;1;1;0;5;3;0;0;10;0.179;1513152;-7.8
317;83,532;not available;8,789;7,127;Thrivent Financial for Lutherans;TRUE;0;15;6;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;38.8;Difficult;342;237;1398;www.thrivent.com;30;131;161;0;0;3;0;0;22;7;3;0;35;0.655;6050043;4.6
318;11,5;12,847;8,782;4,554;Cameron International;TRUE;0;7;2;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;27.5;Very Confusing;124;63;300;www.c-a-m.com;4;65;69;0;0;0;0;0;0;5;0;0;5;0.082;1973372;9.2
319;6,016;6,633;8,779;744;HD Supply Holdings;TRUE;0;15;3;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;27.8;Very Confusing;54;85;283;www.hdsupply.com;6;74;80;0;0;0;0;0;1;20;0;0;21;0.003;1336394;3.5
320;10,02;6,923;8,762;144;Crown Holdings;TRUE;0;21;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;29.5;Very Confusing;193;188;658;www.crowncork.com;1;213;214;0;0;1;1;0;12;18;0;0;32;0.281;3876092;1.8
321;26,975;39,911;8,757;12,943;EOG Resources;TRUE;0;8;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;33.6;Difficult;132;427;1579;www.eogresources.com;0;89;89;0;0;28;0;0;11;12;10;0;61;0.418;2732152;20.3
322;2,477;596;8,718;530;Veritiv;TRUE;0;7;7;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;39.1;Difficult;192;88;524;www.veritivcorp.com;2;78;80;0;0;0;0;0;8;3;1;0;12;0.16;2616874;-12.5
323;46,414;24,029;8,698;12,819;Anadarko Petroleum;TRUE;0;10;2;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;17.2;Very Confusing;357;378;989;www.anadarko.com;4;343;347;0;0;0;0;0;17;23;2;0;42;0.335;4532795;5.8
324;14,222;11,912;8,68;4,944;Laboratory Corp. of America;TRUE;0;112;13;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;58.5;Fairly difficult;32;9;74;www.labcorp.com;38;73;111;0;0;0;1;1;1;7;1;0;11;0.437;5882387;-1.6
325;137,279;not available;8,642;10,024;Pacific Life;TRUE;0;7;1;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;31.5;Difficult;85;133;402;www.pacificlife.com;3;72;75;0;0;0;0;0;12;12;0;0;24;0.643;963450;-77.1
326;15,093;7,412;8,633;11,945;News Corp.;TRUE;0;5;4;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;www.newscorp.com;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3448322;8.6
327;14,293;12,899;8,604;4,052;Jarden;TRUE;1;0;0;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;62.1;Standard;39;0;64;www.jarden.com;4;91;95;0;0;3;0;0;2;2;0;0;7;0.135;5764926;17.9
328;190,817;18,22;8,533;23,329;SunTrust Banks;TRUE;0;25;27;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;33.2;Difficult;718;542;1939;www.suntrust.com;41;647;688;0;0;0;0;0;8;20;2;0;30;0.173;19457460;1.1
329;17,634;2,607;8,502;439;Avis Budget Group;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;49.4;Difficult;174;101;575;www.avisbudgetgroup.com;4;107;111;0;0;0;0;0;3;12;0;0;15;0.168;2040082;25.2
330;13,693;not available;8,394;10,032;Broadcom;TRUE;0;184;51;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;29.4;Very Confusing;552;415;2049;www.broadcom.com;510;478;988;0;0;0;0;0;3;4;1;0;8;0.362;34394437;2.2
331;21,461;not available;8,286;7,363;American Family Insurance Group;TRUE;0;33;5;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;61.7;Standard;247;150;977;www.amfam.com;33;136;169;0;0;0;0;0;24;5;28;0;57;0.5;7256734;1.9
332;24,145;18,859;8,229;10,126;Level 3 Communications;TRUE;1;0;0;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;43.2;Difficult;206;210;852;www.level3.com;7;188;195;0;0;0;0;0;21;16;1;0;38;0.194;4287332;9.5
333;3,967;2,963;8,209;433;Tenneco;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;36;Difficult;254;116;584;www.tenneco.com;1;116;117;0;0;4;0;0;17;4;2;0;27;0.341;3258521;0.1
334;2,55;2,028;8,185;1,386;United Natural Foods;TRUE;0;28;6;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;56.6;Fairly difficult;434;97;1122;www.unfi.com;40;96;136;0;0;1;1;0;58;26;0;0;86;0.864;6274009;5.2
335;2,528;1,588;8,122;546;Dean Foods;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;52.2;Fairly difficult;32;27;108;www.deanfoods.com;2;73;75;0;0;0;0;0;4;36;0;0;40;1.119;1129821;12.1
336;8,089;19,721;8,082;1,38;Campbell Soup;TRUE;0;1;0;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;64.2;Standard;145;49;399;www.campbellsoupcompany.com;49;65;114;0;0;0;0;0;38;60;1;0;99;1.64;5665823;11.6
337;9,942;14,118;8,072;4,854;Mohawk Industries;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;34;Difficult;51;29;149;www.mohawkind.com;1;80;81;0;0;6;0;0;11;3;1;0;21;1.053;3187989;15.7
338;8,842;8,379;8,023;3,554;BorgWarner;TRUE;0;18;5;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;35.5;Difficult;107;119;401;www.borgwarner.com;5;80;85;0;0;3;0;0;13;5;0;0;21;0.181;2998437;13.5
339;10,696;8,051;8,02;4,552;PVH;TRUE;0;4;3;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;48.1;Difficult;102;108;448;www.pvh.com;3;92;95;0;0;0;0;0;0;0;0;0;0;0.004;1641164;6.9
340;9,777;10,058;7,997;1,251;Ball;TRUE;0;12;2;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;59.2;Fairly difficult;169;120;617;www.ball.com;5;113;118;0;0;0;0;0;4;1;0;0;5;0.653;6275895;1.1
341;6,677;26,553;7,967;1,961;O’Reilly Automotive;TRUE;0;4;0;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;56.7;Fairly difficult;314;79;851;www.oreillyauto.com;2;250;252;0;0;11;0;0;8;2;6;0;27;0.53;5450171;4.9
342;30,58;18,505;7,955;10,352;Eversource Energy;TRUE;0;7;2;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;51.3;Fairly difficult;202;196;843;www.eversource.com;8;169;177;0;0;0;0;0;13;10;1;0;24;0.214;4897382;1.6
343;16,336;23,143;7,949;11,841;Franklin Resources;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;32.5;Difficult;152;124;419;www.franklinresources.com;1;117;118;0;0;5;0;0;0;1;0;0;6;0.012;2778661;20.6
344;5,68;10,469;7,904;-135;Masco;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;47.7;Difficult;109;88;446;www.masco.com;1;80;81;0;0;4;0;0;12;11;0;0;27;0.006;2042912;-0.9
345;3,227;2,246;7,864;828;Lithia Motors;TRUE;0;84;8;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;69.7;Standard;136;89;512;www.lithia.com;7;183;190;0;0;2;0;0;11;1;21;0;35;0.253;9876064;2.3
346;71,058;6,6;7,786;5,547;KKR;TRUE;0;4;12;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;49.1;Difficult;216;164;925;www.kkr.com;16;139;155;0;0;0;0;0;7;5;1;0;13;0.379;79336;4.1
347;15,446;6,27;7,763;336;Oneok;TRUE;0;29;18;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;46.4;Difficult;94;79;342;www.oneok.com;0;72;72;0;0;1;0;0;0;0;0;0;1;0.293;1559162;3.5
348;25,182;14,065;7,729;11,35;Newmont Mining;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;n/a;n/a;n/a;n/a;n/a;www.newmont.com;18;374;392;0;0;1;0;0;6;13;1;0;21;2.165;10109113;9.2
349;39,301;25,727;7,669;9,919;PPL;TRUE;0;5;6;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;37.2;Difficult;98;66;254;www.pplweb.com;77;35;112;0;0;0;0;0;8;12;0;0;20;0.358;13220;5.4
350;1,925;1,13;7,652;791;SpartanNash;TRUE;0;9;8;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;34.6;Difficult;320;244;954;www.spartannash.com;202;87;289;0;0;0;0;0;11;7;1;0;19;0.329;5956900;2.5
351;5,214;3,605;7,632;3,086;Quanta Services;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;41;Difficult;70;150;585;www.quantaservices.com;8;38;46;0;0;0;0;0;14;0;0;0;14;0.155;1949482;27.8
352;12,643;3,366;7,623;2,717;XPO Logistics;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;40.6;Difficult;198;167;604;www.xpo.com;3;131;134;0;0;2;1;0;12;6;4;0;25;0.017;3942324;7.3
353;6,106;8,087;7,62;3,891;Ralph Lauren;TRUE;0;50;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;56.9;Fairly difficult;203;64;441;www.ralphlauren.com;2;183;185;0;0;11;0;0;0;3;0;0;14;0.085;5796990;8.4
354;12,585;9,229;7,614;1,966;Interpublic Group;TRUE;0;66;0;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;52.3;Fairly difficult;239;331;1524;www.interpublic.com;1;112;113;0;0;0;0;0;46;6;3;0;55;1.447;3818929;14.4
355;6,202;5,48;7,594;2,68;Steel Dynamics;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;22;Very Confusing;123;70;311;www.steeldynamics.com;0;95;95;0;0;0;0;0;11;2;0;0;13;0.292;2243486;3.5
356;4,587;2,307;7,519;1,777;WESCO International;TRUE;0;7;8;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;51.6;Fairly difficult;120;113;607;www.wesco.com;6;77;83;0;0;0;0;0;9;9;0;0;18;0.398;2140771;2.2
357;9,962;10,2;7,493;4,684;Quest Diagnostics;TRUE;0;2;1;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;41.4;Difficult;30;24;79;www.questdiagnostics.com;140;31;171;0;0;1;0;0;6;3;3;0;13;0.184;5532286;1.7
358;18,133;25,473;7,477;6,32;Boston Scientific;TRUE;0;4;0;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;12.1;Very Confusing;335;274;883;www.bostonscientific.com;6;318;324;0;0;7;0;0;56;138;248;0;449;0.247;14368870;11.0
359;6,501;4,098;7,467;2,838;AGCO;TRUE;0;24;2;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;45.6;Difficult;121;89;414;www.agcocorp.com;8;159;167;0;0;0;0;0;10;19;0;0;29;0.132;3220263;12.1
360;3,775;8,778;7,412;2,553;Foot Locker;TRUE;0;15;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;70.7;Standard;42;17;99;www.footlocker-inc.com;1;41;42;0;0;2;0;0;1;0;0;0;3;0.0;682766;-0.7
361;5,344;19,797;7,387;998;Hershey;TRUE;0;3;1;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;40.7;Difficult;239;82;526;www.thehersheycompany.com;11;132;143;0;0;1;0;0;28;21;0;0;50;0.117;5021124;5.7
362;21,334;9,009;7,386;3,461;CenterPoint Energy;TRUE;0;13;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;57.7;Fairly difficult;58;48;248;www.centerpointenergy.com;4;41;45;0;0;2;0;0;0;5;4;0;11;0.07;3811845;21.4
363;49,02;12,054;7,36;6,148;Williams;TRUE;0;5;2;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;www.williams.com;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4211391;6.1
364;3,559;5,373;7,271;1,789;Dick’s Sporting Goods;TRUE;0;246;13;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;67.8;Standard;116;62;660;www.dickssportinggoods.com;10;433;443;0;0;1;0;0;0;9;28;0;38;0.462;19367371;2.1
365;6,156;4,517;7,246;1,237;Live Nation Entertainment;TRUE;0;14;1;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;75.4;Fairly easy;24;13;82;www.livenation.com;1;24;25;0;0;1;0;0;0;4;1;0;6;0.133;2379657;12.1
366;35,629;not available;7,236;5,127;Mutual of Omaha Insurance;TRUE;0;23;33;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;n/a;n/a;n/a;n/a;n/a;www.mutualofomaha.com;24;138;162;0;0;17;0;0;3;5;2;0;27;0.441;3620183;3.7
367;21,731;6,889;7,207;4,6;W.R. Berkley;TRUE;0;6;9;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;35.6;Difficult;126;122;393;www.wrberkley.com;5;87;92;0;0;0;0;0;10;13;1;0;24;0.093;2492187;16.1
368;5,648;9,777;7,193;3,115;LKQ;TRUE;0;15;23;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;55.2;Fairly difficult;207;144;656;www.lkqcorp.com;22;212;234;0;0;6;0;0;8;8;6;0;28;0.75;9429332;1.8
369;3,88;2,095;7,173;-1,07;Avon Products;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;n/a;n/a;n/a;n/a;n/a;www.avoncompany.com;0;60;60;0;0;1;0;0;7;1;1;0;10;0.134;n/a;27.4
370;5,995;8,502;7,164;2,334;Darden Restaurants;TRUE;0;16;2;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;44.4;Difficult;115;89;460;www.darden.com;21;123;144;0;0;8;0;0;0;8;0;0;16;0.415;3115072;32.0
371;6,519;1,035;7,098;1,5;Kindred Healthcare;TRUE;1;0;0;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;50.4;Difficult;84;66;329;www.kindredhealthcare.com;1;105;106;0;0;11;0;0;11;15;0;0;37;0.664;4605977;21.9
372;12,486;24,455;7,082;4,869;Weyerhaeuser;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;25.6;Very Confusing;633;469;1837;www.weyerhaeuser.com;9;658;667;0;0;0;0;0;9;13;20;0;42;0.813;11728150;12.2
373;2,47;4,425;7,052;875;Casey’s General Stores;TRUE;0;6;12;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;57.5;Fairly difficult;258;89;865;www.caseys.com;15;144;159;0;0;1;0;0;11;10;0;0;22;0.234;2754269;4.2
374;7,426;9,41;7,032;527;Sealed Air;TRUE;0;5;6;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;48.4;Difficult;108;61;279;www.sealedair.com;16;103;119;0;0;1;0;0;9;7;0;0;17;0.198;5435840;-1.4
375;141,082;13,082;7,031;15,839;Fifth Third Bancorp;TRUE;0;37;8;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;n/a;n/a;n/a;n/a;n/a;www.53.com;23;316;339;0;0;0;0;0;6;4;0;0;10;0.698;27920;0.7
376;8,62;9,979;7,029;3,645;Dover;TRUE;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;34.9;Difficult;84;110;392;www.dovercorporation.com;0;79;79;0;0;5;0;0;13;6;3;0;27;0.443;5779256;1.6
377;6,024;6,471;7,02;1,49;Huntington Ingalls Industries;TRUE;0;4;0;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;40.8;Difficult;307;260;1099;www.huntingtoningalls.com;14;302;316;0;0;0;0;0;15;23;2;0;40;0.425;8303136;22.5
378;10,203;43,763;6,78;2,223;Netflix;TRUE;0;26;4;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;8.2;Very Confusing;61;294;936;www.netflix.com;245;37;282;0;0;43;12;12;24;304;23;0;418;0.614;3076460;0.7
379;3,866;3,05;6,755;1,795;Dillard’s;TRUE;0;166;16;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;49.9;Difficult;62;39;188;www.dillards.com;10;135;145;0;0;4;0;0;10;11;0;0;25;0.034;6478901;0.5
380;3,547;2,948;6,723;1,477;EMCOR Group;TRUE;0;7;6;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;47.6;Difficult;130;141;628;www.emcorgroup.com;2;95;97;0;0;0;0;0;6;22;0;0;28;0.205;2407222;8.9
381;16,356;not available;6,694;2,61;Jones Financial;TRUE;0;10;9;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;60.9;Fairly difficult;188;104;696;www.edwardjones.com;13;102;115;0;0;0;0;0;4;24;0;0;28;0.355;1323200;2.1
382;4,084;737;6,693;-978;AK Steel Holding;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;37;Difficult;107;79;329;www.aksteel.com;3;69;72;0;0;3;0;0;15;1;0;0;19;0.172;1111619;8.5
